RA,Dec,MagV,Identifier,Name,Bayer,HR,HD,IAUboundary
17.06792894,54.92015589,5.17,HIP 5336,-,μ Cassiopeiae,321,6582,Cas
17.09255598,5.649850695,5.501,HIP 5346,-,80 Psc,330,6763,Psc
17.0961691,-55.24576,4.014,HIP 5348,Wurren,ζ Phoenicis,338,6882,Phe
17.13944276,58.26345139,5.767,HIP 5361,-,-,326,6676,Cas
17.14746389,-10.18226443,3.45,HIP 5364,-,η Ceti,334,6805,Cet
17.18699431,86.25709067,4.225,HIP 5372,-,2 UMi,285,5848,Cep
17.30077449,80.01158159,6.23,HIP 5412,-,-,312,6473,Cep
17.3755086,47.24179659,4.294,HIP 5434,Junnanmen A,* phi And A,335,6811A,And
17.3755234,47.24179429,4.25,HIP 5434,Junnanmen,ϕ Andromedae,335,6811,And
17.3756358,47.24172966,5.62,HIP 5434,Junnanmen B,* phi And B,335,6811B,And
17.43301617,35.62055765,2.05,HIP 5447,Mirach,β Andromedae,337,6860,And
17.45500374,19.65840691,5.562,HIP 5454,-,ψ 3 Piscium,339,6903,Psc
17.53072084,-57.69438958,6.418,HIP 5477,-,-,350,7082,Phe
17.54767349,15.67391059,6.043,HIP 5483,-,-,344,6966,Psc
17.54977388,-8.906134656,6.394,HIP 5485,-,32 Cet,346,6976,Cet
17.57808504,42.081475,5.665,HIP 5493,-,44 And,340,6920,And
17.5810423,25.45776216,5.797,HIP 5494,-,-,341,6953,Psc
17.63980434,2.44567434,5.942,HIP 5510,-,33 Cet,347,7014,Cet
17.66384336,68.77862268,5.309,HIP 5518,-,31 Cas,336,6829,Cas
17.77567539,55.14989972,4.33,HIP 5542,-,θ Cassiopeiae,343,6961,Cas
17.77818049,31.42472935,5.152,HIP 5544,-,82 Psc,349,7034,Psc
17.79282142,37.72412445,5.786,HIP 5550,-,45 And,348,7019,And
17.85654613,64.20267788,5.548,HIP 5566,-,-,342,6960,Cas
17.86341123,21.03464917,4.658,HIP 5571,-,χ Piscium,351,7087,Psc
17.87071873,10.29190763,6.493,HIP 5575,-,112 G. Psc,-,7107,Psc
17.91507153,30.08963793,4.511,HIP 5586,-,τ Piscium,352,7106,Psc
17.92251006,65.01885383,5.564,HIP 5589,-,32 Cas,345,6972,Cas
17.9312839,-2.251078022,5.918,HIP 5594,-,34 Cet,353,7147,Cet
18.07006799,79.67396377,5.6,HIP 5626,-,-,333,6798,Cep
18.14201197,45.3375294,6.11,HIP 5650,-,-,355,7158,And
18.189302,-37.85647767,5.934,HIP 5661,-,AI Scl,359,7312,Scl
18.24781097,30.06422783,6.23,HIP 5679,-,-,356,7229,Psc
18.43285834,7.575359937,5.19,HIP 5737,Revati,ζ Piscium A,361,7344,Psc
18.43727524,24.58369762,4.66,HIP 5742,-,ϕ Piscium,360,7318,Psc
18.43856123,7.57824453,6.1,HIP 5743,-,ζ Piscium B,362,7345,Psc
18.5204381,28.52956902,6.347,HIP 5772,-,DT Psc,363,7351,Psc
18.53178401,16.13347624,5.962,HIP 5778,-,87 Psc,364,7374,Psc
18.60016957,-7.922825824,5.13,HIP 5799,-,37 Cet,366,7439,Cet
18.67663317,6.995138177,6.022,HIP 5824,-,88 Psc,367,7446,Psc
18.70488542,-0.973794436,5.69,HIP 5833,-,38 Cet,368,7476,Cet
18.79633928,-45.53166461,4.96,HIP 5862,-,ν Phoenicis,370,7570,Phe
18.94203793,-68.87594481,4.95,HIP 5896,-,κ Tucanae,377,7788,Tuc
19.04959132,71.74384036,5.86,HIP 5926,-,V762 Cas,365,7389,Cas
19.05503801,87.14549672,6.188,HIP 5928,-,-,306,6319,Cep
19.07884266,33.11471922,6.026,HIP 5936,-,-,371,7578,Psc
19.1286699,79.91001823,6.261,HIP 5947,-,-,357,7238,Cep
19.15119977,-2.500369062,5.428,HIP 5951,-,39 Cet,373,7672,Cet
19.26565794,-66.39785519,6.24,HIP 5992,-,-,380,7916,Tuc
19.26565951,-66.39785297,6.41,-,-,-,380,7916A,Tuc
19.27110243,44.90199206,6.11,HIP 5993,-,-,372,7647,And
19.35046653,31.74461861,6.36,HIP 6025,-,-,374,7724,Psc
19.44981856,3.614469093,5.137,HIP 6061,-,89 Psc,378,7804,Psc
19.54228507,47.41970597,6.246,HIP 6087,-,-,376,7758,And
19.69587388,37.38627873,6.497,HIP 6140,-,-,379,7853,And
19.86664022,27.26405866,4.748,HIP 6193,-,υ Piscium,383,7964,Psc
19.887,58.278,6.4,-,-,NGC 457,-,-,Cas
19.95123289,-0.50903151,5.87,HIP 6226,-,42 Cet,385,8036,Cet
19.95123488,-0.509025975,6.45,HIP 6226,-,* 42 Cet A,385,8036A,Cet
20.02048528,58.23161323,4.98,HIP 6242,-,ϕ Cassiopeiae,382,7927,Cas
20.08082529,77.57068563,6.318,HIP 6261,-,-,375,7732,Cas
20.11586633,-11.23899664,6.147,HIP 6272,-,128 G. Cet,388,8121,Cet
20.14405003,-3.246991535,6.246,HIP 6283,-,127 G. Cet,387,8120,Cet
20.27194279,64.6581319,6.322,HIP 6312,-,35 Cas,384,8003,Cas
20.2807209,28.7382072,5.223,HIP 6315,-,91 Psc,389,8126,Psc
20.49626154,76.23880807,6.38,HIP 6378,-,-,381,7925,Cas
20.58508365,45.52877674,4.868,HIP 6411,Adhil,ξ Andromedae,390,8207,And
20.62700454,-19.08120634,6.487,HIP 6427,-,133 G. Cet,394,8350A,Cet
20.65397246,1.726332844,6.201,HIP 6432,-,131 G. Cet,392,8334,Cet
20.83924878,58.14299409,6.35,HIP 6486,-,-,391,8272,Cas
20.85395388,20.46896843,5.971,HIP 6492,-,-,397,8388,Psc
20.87899119,-30.94561643,5.819,HIP 6502,-,-,400,8498,Scl
20.90613023,34.24586521,6.28,HIP 6512,-,-,396,8375,And
20.91923451,37.71494427,5.587,HIP 6514,-,47 And,395,8374,And
20.94500702,78.72605786,6.064,HIP 6522,-,-,386,8065,Cep
21.00584701,-8.183260897,3.59,HIP 6537,-,θ Ceti,402,8512,Cet
21.01057835,-8.007414644,6.21,HIP 6539,-,44 Cet,401,8511,Cet
21.08542557,-6.914659298,5.92,HIP 6564,-,137 G. Cet,404,8556,Cet
21.16639738,-15.66046568,6.183,HIP 6589,-,139 G. Cet,405,8589,Cet
21.16994389,-41.49254564,5.417,HIP 6592,-,-,408,8651,Phe
21.17464248,-44.52857653,6.247,HIP 6595,-,-,411,8681,Phe
21.20283755,-2.848589819,6.164,HIP 6605,-,138 G. Cet,406,8599,Cet
21.27211074,-64.36947606,5.9,HIP 6631,-,-,420,8810,Hyi
21.39865423,23.51151669,6.187,HIP 6669,-,-,407,8634,Psc
21.40516435,-14.59878516,4.907,HIP 6670,-,46 Cet,412,8705,Cet
21.44304697,70.97989908,6.36,HIP 6685,-,-,398,8424,Cas
21.45396446,60.23528403,2.68,HIP 6686,Ruchbah,δ Cassiopeiae,403,8538,Cas
21.46818786,-3.927389489,6.5,HIP 6687,-,-,-,8713,Cet
21.48342997,68.1300138,4.727,HIP 6692,-,ψ Cassiopeiae,399,8491,Cas
21.53660987,34.57970327,6.34,HIP 6702,-,-,410,8673,And
21.56359332,19.17234739,5.344,HIP 6706,-,ρ Piscium,413,8723,Psc
21.57785955,43.45774165,5.978,HIP 6711,-,-,409,8671,And
21.59832221,20.07080687,6.439,HIP 6714,-,-,-,8733,Psc
21.6139455,-0.399032285,6.426,HIP 6717,-,144 G. Cet,416,8779,Cet
21.67366314,19.24042391,5.495,HIP 6732,-,94 Psc,414,8763,Psc
21.7148532,-13.0565111,5.505,HIP 6748,-,47 Cet,421,8829,Cet
21.74205799,-32.54317757,5.72,HIP 6759,-,R Scl,423,8879,Scl
21.84712534,-22.33823201,6.41,HIP 6789,-,148 G. Cet,-,8896,Cet
21.86113703,41.10116051,6.425,HIP 6794,-,V529 And,418,8801,And
21.91408631,45.40668476,4.83,HIP 6813,-,ω Andromedae,417,8799,And
21.9439268,-10.90158186,6.21,HIP 6822,-,149 G. Cet,425,8921,Cet
22.09136952,-43.31823474,3.42,HIP 6867,-,γ Phoenicis,429,9053,Phe
22.09548234,7.96135526,6.214,HIP 6868,-,118 G. Psc,426,8949,Psc
22.37724497,-46.75642131,6.28,HIP 6952,-,AW Phe,435,9184,Phe
22.40056538,-21.6293361,5.104,HIP 6960,-,48 Cet,433,9132,Cet
22.42840317,-25.61775563,6.37,HIP 6971,-,-,-,9151,Scl
22.47026128,18.35566873,6.023,HIP 6981,-,97 Psc,432,9100,Psc
22.52542296,47.00727253,5.261,HIP 6999,-,49 And,430,9057,And
22.54631261,6.143821712,4.84,HIP 7007,-,μ Piscium,434,9138,Psc
22.59543738,-26.20785163,5.926,HIP 7016,-,-,436,9228,Scl
22.71716567,66.09808844,6.137,HIP 7050,-,-,428,9030,Cas
22.81293373,-49.07270281,3.935,HIP 7083,-,δ Phoenicis,440,9362,Phe
22.87086745,15.34583184,3.62,HIP 7097,Alpherg,η Piscium,437,9270,Psc
22.91252524,-45.57571458,6.17,HIP 7115,-,-,443,9414,Phe
22.93022665,-30.2830979,5.788,HIP 7118,-,-,441,9377,Scl
23.0315746,34.79996322,6.373,HIP 7147,-,-,438,9298,Tri
23.1515297,-49.72771379,6.26,HIP 7189,-,-,447,9544,Phe
23.23351866,-36.86523481,5.493,HIP 7213,-,-,445,9525,Scl
23.326158,8.208736,6.33,-,-,-,-,9496A,Psc
23.32615808,8.20873647,6.33,HIP 7243,-,121 G. Psc,-,9496,Psc
23.35711493,58.32734699,5.709,HIP 7251,-,-,439,9352,Cas
23.41321286,-78.50481979,6.103,HIP 7271,-,-,467,10042,Hyi
23.42848216,-7.025344112,5.76,HIP 7276,-,165 G. Cet,448,9562,Cet
23.46129206,89.01563836,6.47,HIP 7283,-,-,286,5914,UMi
23.46206906,30.66017511,5.72,-,-,M 33,-,-,Tri
23.48283949,59.23205391,4.681,HIP 7294,-,χ Cassiopeiae,442,9408,Cas
23.5692499,37.23716473,5.91,HIP 7321,-,KK And,446,9531,And
23.65741116,-15.67636074,5.607,HIP 7345,-,49 Cet,451,9672,Cet
23.70443835,18.46051162,5.903,HIP 7359,-,-,450,9640,Psc
23.71159966,-31.89231568,6.11,HIP 7361,-,-,453,9742,Scl
23.71382703,-3.523886306,6.43,HIP 7362,-,166 G. Cet,-,9690,Cet
23.71488198,-23.69968144,6.4,HIP 7363,-,168 G. Cet,-,9731,Cet
23.81259639,-58.13947441,6.01,HIP 7387,-,-,460,9896,Hyi
23.94350972,14.66142146,6.219,HIP 7436,-,101 Psc,455,9766,Psc
23.96069282,-39.94712375,6.43,HIP 7443,-,-,-,9895,Phe
23.96906552,41.07641872,6.386,HIP 7444,-,-,452,9712,And
23.99570722,-15.40018228,5.402,HIP 7450,-,50 Cet,459,9856,Cet
24.03544563,-29.90730307,5.93,HIP 7463,-,* tau Scl A,462,9906,Scl
24.11333578,48.7227779,6.22,HIP 7493,-,OP And,454,9746,And
24.18135909,7.83152809,6.42,HIP 7505,-,CY Psc,-,9889,Psc
24.18662181,-58.270985,6.205,HIP 7506,-,-,468,10052,Hyi
24.19933977,41.40545871,4.1,HIP 7513,Titawin,υ Andromedae,458,9826,And
24.27469244,12.14178295,5.535,HIP 7535,-,π Piscium,463,9919,Psc
24.36681872,-84.76961693,5.667,HIP 7568,-,-,525,11025,Oct
24.40710927,-9.403822082,6.24,HIP 7580,-,170 G. Cet,466,10009,Cet
24.42852283,-57.23675281,0.46,HIP 7588,Achernar,α Eridani,472,10144,Eri
24.4669521,-3.440678756,6.44,HIP 7597,-,171 G. Cet,-,10024,Cet
24.48148621,-82.97499629,5.87,HIP 7601,-,-,512,10800,Oct
24.49815843,48.62821196,3.57,HIP 7607,Nembus,υ Persei,464,9927,And
24.53152709,57.97763203,5.536,HIP 7617,-,-,461,9900,Cas
24.61451626,-36.52825019,5.939,HIP 7643,-,-,471,10142,Scl
24.6288246,73.04003822,5.281,HIP 7650,-,40 Cas,456,9774,Cas
24.63260634,45.39970435,6.38,HIP 7651,-,GY And,465,9996,And
24.71578563,-21.27538486,5.58,HIP 7679,-,172 G. Cet,473,10148,Cet
24.83745239,44.38617498,5.008,HIP 7719,-,χ Andromedae,469,10072,And
24.92007644,16.40585514,5.979,HIP 7740,-,105 Psc,475,10164,Psc
24.9481863,-56.19644811,5.797,HIP 7751,-,* p Eri B,487,10361,Eri
24.94921957,-56.19331786,5.685,HIP 7751,-,* p Eri A,486,10360,Eri
25.05458717,53.86827764,6.37,HIP 7786,-,-,470,10110,Per
25.14506744,40.57703881,4.94,HIP 7818,-,τ Andromedae,477,10205,And
25.14555366,8.760788639,6.345,HIP 7819,-,124 G. Psc,-,10262,Psc
25.16523941,43.29767009,5.629,HIP 7825,-,-,476,10204,And
25.32656543,25.74571268,6.202,HIP 7874,-,-,484,10308,Psc
25.339467,-79.148206,6.46,HIP 7879,-,* tau01 Hyi A,516,10859,Hyi
25.35789226,5.487611635,4.44,HIP 7884,-,ν Piscium,489,10380,Psc
25.36383991,-38.13282666,6.183,HIP 7886,-,-,494,10481,Scl
25.41348608,30.04712008,5.961,HIP 7906,-,-,485,10348,Tri
25.436771,-11.324678,6.14,-,-,-,492,10453A,Cet
25.44636189,42.61339488,4.96,HIP 7918,-,41 H. And,483,10307,And
25.44986701,-60.78933743,5.692,HIP 7921,-,-,505,10615,Hyi
25.51247424,-36.83230375,5.698,HIP 7941,-,-,498,10538,Scl
25.51454018,35.24570525,5.64,HIP 7943,-,-,490,10390,Tri
25.53595557,-32.32698755,5.256,HIP 7955,-,π Sculptoris,497,10537,Scl
25.57375596,58.62773669,6.348,HIP 7963,-,-,482,10293,Cas
25.58552893,68.04302514,5.59,HIP 7965,-,43 Cas,478,10221,Cas
25.62214382,-53.74083096,5.52,HIP 7978,-,-,506,10647,Eri
25.62401052,20.26851268,5.24,HIP 7981,-,107 Psc,493,10476,Psc
25.68129814,-3.690199539,4.982,HIP 7999,-,175 G. Cet,500,10550,Cet
25.73276365,70.62252558,5.174,HIP 8016,-,42 Cas,480,10250,Cas
25.74300107,61.42107332,6.323,HIP 8020,-,-,488,10362,Cas
25.81876638,45.32264919,6.32,HIP 8044,-,-,495,10486,And
25.83231946,60.55133248,5.76,HIP 8046,-,44 Cas,491,10425,Cas
25.9151582,50.68873142,4.06,HIP 8068,Dajiangjunbei,ϕ Persei,496,10516,Per
25.95892848,32.19201634,6.3,HIP 8086,-,-,503,10588,Tri
25.97831704,-4.765514327,6.19,HIP 8094,-,176 G. Cet,507,10658,Cet
26.008,61.883,6.5,-,-,NGC 654,-,-,Cas
26.01701307,-15.93747989,3.5,HIP 8102,-,τ Ceti,509,10700,Cet
26.07484443,57.53660656,6.28,-,-,-,499,10543A,Cas
26.11052776,46.13969242,6.31,HIP 8127,-,-,504,10597,And
26.19238033,57.08923239,6.24,HIP 8148,-,-,502,10587,Cas
26.23260631,20.08314914,6.279,HIP 8159,-,109 Psc,508,10697,Psc
26.3484384,9.157750733,4.26,HIP 8198,Torcular,ο Piscium,510,10761,Psc
26.41148801,-25.05261174,5.31,HIP 8209,-,ϵ Sculptoris,514,10830,Scl
26.41152939,-25.05261468,5.34,HIP 8209,-,* eps Scl A,514,10830A,Scl
26.4272181,8.559249462,6.43,HIP 8210,-,-,-,10783,Psc
26.49691601,-5.73329954,5.34,HIP 8230,-,179 G. Cet,513,10824,Cet
26.50440853,-27.34883114,6.385,HIP 8233,-,-,517,10863,For
26.52485575,-50.81625447,5.49,HIP 8240,-,-,519,10934,Phe
26.52609583,-53.5220357,5.033,HIP 8241,-,-,520,10939,Eri
26.81959746,-41.75992372,6.165,HIP 8320,-,-,524,11022,Phe
26.93681015,63.85250306,5.63,HIP 8362,-,-,511,10780,Cas
26.94352856,-80.17630878,6.04,HIP 8366,-,τ 2 Hydri,550,11604,Hyi
26.94903522,-37.15948384,6.32,HIP 8369,-,-,528,11050,For
26.95006028,46.22974887,6.317,HIP 8370,-,-,518,10874,And
27.031,71.738,5.7,-,-,Cl Collinder 463,-,-,Cas
27.04551537,16.95551597,5.841,HIP 8387,-,4 Ari,522,10982,Ari
27.10841423,3.685449663,5.904,HIP 8404,-,131 G. Psc,527,11037,Psc
27.16218821,37.95287025,5.929,HIP 8423,-,-,521,10975,And
27.31471241,47.89691658,6.46,HIP 8475,-,-,526,11031A,Per
27.33092044,-31.07246155,6.348,HIP 8480,-,-,532,11183,For
27.39626153,-10.68640861,4.68,HIP 8497,-,χ Ceti,531,11171,Cet
27.45358831,-38.40282898,6.37,HIP 8514,-,-,535,11262,For
27.53570767,22.2753361,5.86,HIP 8544,-,1 Ari A,530,11154,Ari
27.53571255,22.27533611,6.2,HIP 8544,-,* 1 Ari A,530,11154,Ari
27.58409001,-47.81639065,6.14,HIP 8552,-,-,537,11332,Phe
27.71655254,11.04337833,5.922,HIP 8588,-,54 Cet,534,11257,Ari
27.72681339,-50.20613681,5.929,HIP 8593,-,BD Phe,541,11413,Phe
27.73803387,51.9334177,5.951,HIP 8598,-,-,529,11151,Per
27.8598178,-39.83593564,6.43,HIP 8641,-,-,-,11421,Phe
27.86513062,-10.33503107,3.72,HIP 8645,Baten Kaitos,ζ Ceti,539,11353,Cet
27.90750062,-6.874139525,6.41,HIP 8664,-,186 G. Cet,-,11365,Cet
27.94207872,-15.64748073,6.45,HIP 8688,-,187 G. Cet,-,11396,Cet
27.99716702,55.14738436,5.52,HIP 8704,-,1 Per,533,11241,Per
28.03905129,50.79279281,5.689,HIP 8714,-,2 Per,536,11291,Per
28.21135598,51.47483665,6.3,HIP 8771,-,-,538,11335,Per
28.21713686,-16.92925063,5.782,HIP 8778,-,BK Cet,547,11522,Cet
28.27043924,29.57881867,3.42,HIP 8796,Mothallah,α Trianguli,544,11443,Tri
28.32226803,40.72979042,5.394,HIP 8814,-,55 And,543,11428,And
28.34655254,-38.59463166,6.086,HIP 8820,-,-,554,11643,For
28.38255387,19.29385555,4.52,HIP 8832,Mesarthim,* gam02 Ari,546,-,Ari
28.38258001,19.295953,4.589,HIP 8832,-,* gam01 Ari,545,11502,Ari
28.38890413,3.187532506,4.604,HIP 8833,-,ξ Piscium,549,11559,Psc
28.4114138,-46.30266927,4.41,HIP 8837,-,ψ Phoenicis,555,11695,Phe
28.45214391,55.59763847,6.437,HIP 8847,-,-,540,11408,Per
28.59179965,-42.49692837,5.109,HIP 8882,-,ϕ Phoenicis,558,11753,Phe
28.59889203,63.67010007,3.37,HIP 8886,Segin,ϵ Cassiopeiae,542,11415,Cas
28.66004579,20.80803147,2.65,HIP 8903,Sheratan,β Arietis,553,11636,Ari
28.72408436,40.70199775,6.248,HIP 8922,-,-,551,11613,And
28.73388102,-67.64730317,4.685,HIP 8928,-,η 2 Hydri,570,11977,Hyi
28.74025495,37.12829634,6.267,HIP 8930,-,-,552,11624,And
28.94367509,-60.86097414,6.058,HIP 8983,-,-,571,11995,Hyi
28.96062078,-78.34854617,6.146,HIP 8991,-,σ Hydri,593,12363,Hyi
28.96266019,23.57731542,5.749,HIP 8993,-,7 Ari,559,11763,Ari
28.97700293,37.27779046,5.867,HIP 9001,-,-,556,11727,And
28.98941569,-51.60887759,3.71,HIP 9007,-,χ Eridani,566,11937,Eri
29.00011792,68.68523998,4.968,HIP 9009,-,ω Cassiopeiae,548,11529,Cas
29.03920243,-49.83644501,6.36,HIP 9022,-,9 G. Eri,-,11965,Eri
29.16751092,-22.52678469,4.85,HIP 9061,-,56 Cet,565,11930,Cet
29.24993643,-51.76624585,6.1,HIP 9085,-,10 G. Eri,573,12042,Eri
29.29003093,-10.2424257,6.42,HIP 9094,-,-,-,11964,Cet
29.29199839,-47.38527976,4.834,HIP 9095,-,-,574,12055,Phe
29.33773985,17.81755601,5.105,HIP 9110,-,ι Arietis,563,11909,Ari
29.43226737,27.8043772,5.85,HIP 9132,-,-,564,11928,Tri
29.47218492,-65.42467714,6.357,HIP 9149,-,-,584,12270,Hyi
29.48215309,23.59606278,4.766,HIP 9153,-,λ Arietis,569,11973,Ari
29.49681501,47.09552226,6.45,HIP 9163,-,-,-,11884,And
29.611167,-33.06679354,6.374,HIP 9207,-,-,576,12135,For
29.63847981,61.69779032,6.004,HIP 9220,-,-,561,11857,Cas
29.63960818,49.20435293,5.702,HIP 9222,-,3 Per,568,11949,Per
29.6916561,-11.3009559,6.46,HIP 9237,-,193 G. Cet,-,12116,Cet
29.6922441,-61.56982215,2.84,HIP 9236,-,α Hydri,591,12311,Hyi
29.8578476,12.29488031,6.076,HIP 9295,-,-,578,12140,Ari
29.89868147,21.05856884,5.892,HIP 9307,-,-,577,12139,Ari
29.90849025,64.62160004,5.278,HIP 9312,-,-,567,11946,Cas
29.91172943,-42.03053236,5.563,HIP 9313,-,-,588,12296,Phe
29.9213651,-66.06655865,6.078,HIP 9318,-,-,600,12477,Hyi
29.94250001,-20.82453857,5.429,HIP 9326,-,57 Cet,583,12255,Cet
30.0012853,-21.07783167,4.02,HIP 9347,-,υ Ceti,585,12274,Cet
30.11176106,-8.523873627,5.51,HIP 9372,-,AR Cet,587,12292,Cet
30.31134528,-30.00183035,5.35,HIP 9440,-,π Fornacis,594,12438,For
30.3224417,-2.97763889,6.47,HIP 10826,Mira,ο Ceti,681,14386,Cet
30.42656812,-44.71350732,5.14,HIP 9459,-,χ Phoenicis,602,12524,Phe
30.48932001,70.90706451,4.63,HIP 9480,-,* 48 Cas A,575,12111,Cas
30.4895513,70.90696692,4.54,HIP 9480,-,48 Cas,575,12111,Cas
30.51125939,2.763811289,5.135,HIP 9487,Alrescha,* alf Psc B,595,12446,Psc
30.51175823,2.763771961,4.11,HIP 9487,Alrescha A,* alf Psc A,596,12447,Psc
30.57545169,54.48754032,5.04,HIP 9505,-,4 Per,590,12303,Per
30.61776882,-29.66564283,6.41,HIP 9521,-,-,606,12563,For
30.64615421,13.4767209,5.94,HIP 9533,-,-,601,12479,Ari
30.7155653,-23.88662853,6.29,HIP 9562,-,-,-,12596,For
30.71864958,64.90146401,5.986,HIP 9564,-,52 Cas,586,12279,Cas
30.73762718,77.91626249,6.046,HIP 9568,-,-,572,12005,Cep
30.74148262,33.2841341,5.516,HIP 9570,-,ϵ Trianguli,599,12471,Tri
30.74404005,-15.30593017,5.864,HIP 9572,-,202 G. Cet,608,12583,Cet
30.75078172,64.39001802,5.614,HIP 9573,-,53 Cas,589,12301,Cas
30.79354274,73.85056958,6.15,HIP 9586,-,-,579,12173,Cas
30.79854295,0.128508177,5.423,HIP 9589,-,60 Cet,607,12573,Cet
30.85878517,72.42129412,3.938,HIP 9598,-,50 Cas,580,12216,Cas
30.91393728,25.93547353,5.765,HIP 9621,-,* 10 Ari A,605,12558A,Ari
30.91393946,25.93547582,5.694,HIP 9621,-,10 Ari,605,12558,Ari
30.91870393,-4.103514918,5.609,HIP 9622,-,203 G. Cet,611,12642,Cet
30.92754381,18.25325535,6.214,HIP 9627,-,-,609,12594,Ari
30.95068158,-0.340242734,5.942,HIP 9631,-,61 Cet,610,12641,Cet
30.97480121,42.32972842,2.1,HIP 9640,Almach,γ 1 Andromedae,603,12533,And
30.97815845,42.33091142,5.82,HIP 9640B,-,-,604,12534,And
31.05194031,-11.85976547,6.43,HIP 9655,-,205 G. Cet,-,12702,Cet
31.12268982,-29.2968047,4.69,HIP 9677,-,ν Fornacis,612,12767,For
31.14652013,-54.88167467,6.45,HIP 9685,-,12 G. Eri,-,12894,Eri
31.21254263,7.735661192,6.43,HIP 9706,-,138 G. Psc,-,12730,Psc
31.28093428,77.28134006,5.268,HIP 9727,-,47 Cas,581,12230,Cas
31.38145888,76.11506012,5.22,HIP 9763,-,49 Cas,592,12339,Cas
31.55109709,8.248111151,6.303,HIP 9809,-,WZ Psc,614,12872,Psc
31.62212226,0.035343811,6.295,HIP 9827,-,207 G. Cet,616,12923,Cet
31.64135405,22.64831878,5.019,HIP 9836,-,κ Arietis,613,12869,Ari
31.70514541,25.7045563,6.02,HIP 9859,-,11 Ari,615,12885,Ari
31.71687277,-19.1388711,6.39,HIP 9862,-,209 G. Cet,-,13004,Cet
31.7933571,23.46241755,2.01,HIP 9884,Hamal,α Arietis,617,12929,Ari
32.02368666,-41.88042037,6.5,HIP 9951,-,-,-,13218,Phe
32.12192132,37.85908513,4.82,HIP 9977,-,58 And,620,13041,And
32.13983204,44.45942964,6.38,HIP 9983,-,-,619,13013,And
32.16907957,58.42360298,5.68,HIP 9990,-,V472 Per,618,12953,Per
32.19025266,-17.77915663,6.056,HIP 9999,-,213 G. Cet,625,13215,Cet
32.28871818,-43.51659524,5.83,HIP 10035,-,-,632,13336,Phe
32.35545605,81.2959438,6.06,HIP 10054,-,-,597,12467,Cep
32.35552077,25.93983787,4.977,HIP 10053,-,14 Ari,623,13174,Ari
32.38594634,34.98729706,3,HIP 10064,Alaybasan,β Trianguli,622,13161,Tri
32.39500622,-24.34578569,6.47,HIP 10069,-,-,630,13305,For
32.45195585,-40.86649789,6.49,HIP 10096,-,-,-,13387,Phe
32.52004558,-43.81557462,6.322,HIP 10111,-,-,636,13423,Phe
32.53229389,53.84309208,6.303,HIP 10115,-,-,621,13137,Per
32.60799238,-50.82374033,6.117,HIP 10138,-,Gliese 86,637,13445,Eri
32.6566537,19.5003367,5.688,HIP 10155,-,15 Ari,631,13325,Ari
32.72010202,39.03954272,6.07,HIP 10176,-,59 And A,628,13294,And
32.72356918,39.04330951,6.1,HIP 10180,-,-,629,13295,And
32.8002286,25.93694226,5.999,HIP 10203,-,16 Ari,633,13363,Ari
32.83782816,8.569807186,5.623,HIP 10212,-,64 Cet,635,13421,Cet
32.84260903,-10.05216091,5.999,HIP 10215,-,219 G. Cet,638,13456,Cet
32.85426234,31.52639494,6.23,HIP 10220,-,5 Tri,634,13372,Tri
32.87163926,57.64554574,6.35,HIP 10227,-,5 Per,627,13267,Per
32.88959605,-17.74299108,6.49,HIP 10233,-,-,-,13511,Cet
32.89931237,-1.825426923,5.933,HIP 10234,-,63 Cet,639,13468,Cet
33.06570232,2.745552946,6.49,HIP 10273,-,221 G. Cet,-,13546,Cet
33.09283205,30.30307033,5.162,HIP 10280A,-,iot Tri A,642,13480A,Tri
33.09283344,30.30306751,4.952,HIP 10280,Triminus,ι Tri,642,13480,Tri
33.15641593,24.16778082,5.95,HIP 10296,-,-,644,13522,Ari
33.19808895,-2.393629618,5.66,HIP 10305,-,66 Cet,650,13612,Cet
33.20795131,79.69153776,6.445,HIP 10309,-,-,-,12927,Cep
33.22695832,-30.72382604,5.26,HIP 10320,-,μ Fornacis,652,13709,For
33.25000133,8.846702351,4.35,HIP 10324,-,ξ 1 Ceti,649,13611,Cet
33.25411475,-21.00013472,5.867,HIP 10326,-,226 G. Cet,651,13692,Cet
33.26376742,15.27986308,5.7,HIP 10328,-,19 Ari,648,13596,Ari
33.30550916,44.23164665,4.826,HIP 10340,-,60 And,643,13520,And
33.33810854,74.0277206,6.261,HIP 10350,-,-,626,13222,Cas
33.38962934,53.05858935,6.46,HIP 10361,-,-,-,13519,Per
33.4233771,58.56058536,6.43,HIP 10379,-,-,641,13476,Per
33.4731439,-9.064631703,6.42,HIP 10396,-,227 G. Cet,-,13763,Cet
33.56058677,-67.84144017,5.559,HIP 10418,-,π 1 Hydri,667,14141,Hyi
33.62120232,66.52444007,6.07,HIP 10438,-,55 Cas,640,13474,Cas
33.63310421,-41.16676285,5.907,HIP 10440,-,-,659,13940,Phe
33.8692739,-67.74636332,5.658,HIP 10513,-,π 2 Hydri,678,14287,Hyi
33.92823592,25.0430452,5.58,HIP 10535,-,21 Ari,657,13872,Ari
33.98453168,33.35889784,5.249,HIP 10559,-,7 Tri,655,13869,Tri
33.99055431,47.81193967,6.36,HIP 10562,-,-,653,13818,And
34.12744205,-51.51216516,3.57,HIP 10602,-,ϕ Eridani,674,14228,Eri
